timestamp,load_percent
2026-08-11 06:00:01,6
2026-08-11 06:10:01,10
2026-08-11 06:20:01,12
2026-08-11 06:30:01,13
2026-08-11 06:40:01,13
2026-08-11 06:50:01,14
2026-08-11 07:00:01,15
2026-08-11 07:10:01,16
2026-08-11 07:20:01,16
2026-08-11 07:30:01,15
2026-08-11 07:40:01,16
2026-08-11 07:50:01,21
2026-08-11 08:10:01,23
2026-08-11 08:20:01,21
2026-08-11 08:30:01,21
2026-08-11 08:40:01,21
2026-08-11 08:50:01,20
2026-08-11 09:00:01,21
2026-08-11 09:10:01,20
2026-08-11 09:20:02,20
2026-08-11 09:30:01,22
2026-08-11 09:40:01,26
2026-08-11 09:50:01,30
2026-08-11 10:00:01,28
2026-08-11 10:10:01,31
2026-08-11 10:20:01,31
2026-08-11 10:30:01,28
2026-08-11 10:40:02,27
2026-08-11 10:50:01,28
2026-08-11 11:00:01,29
2026-08-11 11:10:01,28
2026-08-11 11:20:01,26
2026-08-11 11:30:01,26
2026-08-11 11:40:01,27
2026-08-11 11:50:01,21
2026-08-11 12:00:01,20
2026-08-11 12:10:01,23
2026-08-11 12:20:02,22
2026-08-11 12:30:01,20
2026-08-11 12:40:01,23
2026-08-11 12:50:01,23
2026-08-11 13:00:01,22
2026-08-11 13:10:01,24
2026-08-11 13:20:02,25
2026-08-11 13:30:01,25
2026-08-11 13:40:01,25
2026-08-11 13:50:01,27
2026-08-11 14:00:01,25
2026-08-11 14:10:01,26
2026-08-11 14:20:01,28
2026-08-11 14:30:02,28
2026-08-11 14:40:01,28
2026-08-11 14:50:01,29
2026-08-11 15:00:01,31
2026-08-11 15:10:01,34
2026-08-11 15:20:01,33
2026-08-11 15:30:01,35
2026-08-11 15:40:01,36
2026-08-11 15:50:01,36
2026-08-11 16:00:01,38
2026-08-11 16:10:01,35
2026-08-11 16:20:01,39
2026-08-11 16:30:01,41
2026-08-11 16:40:02,41
2026-08-11 16:50:01,43
2026-08-11 17:00:01,45
2026-08-11 17:10:01,37
2026-08-11 17:20:01,40
2026-08-11 17:30:01,35
2026-08-11 17:40:01,33
2026-08-11 17:50:01,33
2026-08-11 18:00:01,31
2026-08-11 18:10:02,33
2026-08-11 18:20:01,38
2026-08-11 18:30:01,41
2026-08-11 18:40:01,46
2026-08-11 18:50:01,50
2026-08-11 19:00:01,47
2026-08-11 19:10:01,48
2026-08-11 19:20:01,47
2026-08-11 19:30:01,46
2026-08-11 19:40:01,48
2026-08-11 19:50:01,46
2026-08-11 20:00:01,45
2026-08-11 20:10:01,40
2026-08-11 20:20:01,37
2026-08-11 20:30:01,38
2026-08-11 20:40:01,40
2026-08-11 20:50:01,41
2026-08-11 21:00:01,37
2026-08-11 21:10:01,38
2026-08-11 21:20:01,40
2026-08-11 21:30:01,43
2026-08-11 21:40:01,41
2026-08-11 21:50:01,36
2026-08-11 22:00:01,38
2026-08-11 22:10:01,36
2026-08-11 22:20:01,33
2026-08-11 22:30:01,34
2026-08-11 22:40:01,32
2026-08-11 22:50:01,31
2026-08-11 23:00:01,28
2026-08-11 23:10:01,25
2026-08-11 23:20:01,22
2026-08-11 23:30:02,20
2026-08-11 23:40:01,20
2026-08-11 23:50:01,18
