timestamp,load_percent
2026-06-14 07:00:01,0
2026-06-14 07:10:01,5
2026-06-14 07:20:01,6
2026-06-14 07:30:01,8
2026-06-14 07:40:01,11
2026-06-14 07:50:01,11
2026-06-14 08:00:01,11
2026-06-14 08:10:01,16
2026-06-14 08:20:01,17
2026-06-14 08:30:01,20
2026-06-14 08:40:01,18
2026-06-14 08:50:01,20
2026-06-14 09:00:01,22
2026-06-14 09:10:01,24
2026-06-14 09:20:01,30
2026-06-14 09:30:01,34
2026-06-14 09:40:02,33
2026-06-14 09:50:01,34
2026-06-14 10:00:01,36
2026-06-14 10:10:01,34
2026-06-14 10:20:01,32
2026-06-14 10:30:02,30
2026-06-14 10:40:02,32
2026-06-14 10:50:01,31
2026-06-14 11:00:02,26
2026-06-14 11:10:02,27
2026-06-14 11:20:01,27
2026-06-14 11:30:01,31
2026-06-14 11:40:01,30
2026-06-14 11:50:01,33
2026-06-14 12:00:01,35
2026-06-14 12:10:01,38
2026-06-14 12:20:01,37
2026-06-14 12:30:01,35
2026-06-14 12:40:01,33
2026-06-14 12:50:01,28
2026-06-14 13:00:01,31
2026-06-14 13:10:01,29
2026-06-14 13:20:01,29
2026-06-14 13:30:01,27
2026-06-14 13:40:01,28
2026-06-14 13:50:01,24
2026-06-14 14:00:01,25
2026-06-14 14:10:01,26
2026-06-14 14:20:01,28
2026-06-14 14:30:01,30
2026-06-14 14:40:01,30
2026-06-14 14:50:01,25
2026-06-14 15:00:01,25
2026-06-14 15:10:01,23
2026-06-14 15:20:01,25
2026-06-14 15:30:01,26
2026-06-14 15:40:01,30
2026-06-14 15:50:01,29
2026-06-14 16:00:01,31
2026-06-14 16:10:01,33
2026-06-14 16:20:02,35
2026-06-14 16:30:01,34
2026-06-14 16:40:01,30
2026-06-14 16:50:01,28
2026-06-14 17:00:01,31
2026-06-14 17:10:01,35
2026-06-14 17:20:01,36
2026-06-14 17:30:01,33
2026-06-14 17:40:01,33
2026-06-14 17:50:01,31
2026-06-14 18:00:01,30
2026-06-14 18:10:01,31
2026-06-14 18:20:02,31
2026-06-14 18:30:02,27
2026-06-14 18:40:02,26
2026-06-14 18:50:01,25
2026-06-14 19:00:01,23
2026-06-14 19:10:01,24
2026-06-14 19:20:01,22
2026-06-14 19:30:01,21
2026-06-14 19:40:01,21
2026-06-14 19:50:01,21
2026-06-14 20:00:02,22
2026-06-14 20:10:01,20
2026-06-14 20:20:01,21
2026-06-14 20:30:01,23
2026-06-14 20:40:01,23
2026-06-14 20:50:01,24
2026-06-14 21:00:01,22
2026-06-14 21:10:01,22
2026-06-14 21:20:01,22
2026-06-14 21:30:01,21
2026-06-14 21:40:02,19
2026-06-14 21:50:01,16
