timestamp,load_percent
2026-06-27 07:00:01,0
2026-06-27 07:10:02,12
2026-06-27 07:20:02,18
2026-06-27 07:30:02,21
2026-06-27 07:40:02,30
2026-06-27 07:50:01,34
2026-06-27 08:00:01,32
2026-06-27 08:10:01,33
2026-06-27 08:20:01,32
2026-06-27 08:30:01,33
2026-06-27 08:40:01,35
2026-06-27 08:50:01,30
2026-06-27 09:00:01,27
2026-06-27 09:10:01,30
2026-06-27 09:20:01,29
2026-06-27 09:30:01,29
2026-06-27 09:40:01,26
2026-06-27 09:50:01,26
2026-06-27 10:00:01,25
2026-06-27 10:10:01,24
2026-06-27 10:20:01,27
2026-06-27 10:30:01,28
2026-06-27 10:40:01,29
2026-06-27 10:50:01,31
2026-06-27 11:00:01,32
2026-06-27 11:10:02,33
2026-06-27 11:20:01,33
2026-06-27 11:30:01,32
2026-06-27 11:40:01,30
2026-06-27 11:50:01,29
2026-06-27 12:00:01,28
2026-06-27 12:10:02,27
2026-06-27 12:20:01,26
2026-06-27 12:30:01,25
2026-06-27 12:40:01,26
2026-06-27 12:50:01,26
2026-06-27 13:00:01,26
2026-06-27 13:10:01,27
2026-06-27 13:20:02,28
2026-06-27 13:30:01,29
2026-06-27 13:40:01,28
2026-06-27 13:50:01,28
2026-06-27 14:00:02,23
2026-06-27 14:10:01,22
2026-06-27 14:20:01,22
2026-06-27 14:30:01,22
2026-06-27 14:40:01,23
2026-06-27 14:50:01,22
2026-06-27 15:00:01,25
2026-06-27 15:10:02,28
2026-06-27 15:20:01,25
2026-06-27 15:30:01,25
2026-06-27 15:40:01,23
2026-06-27 15:50:01,21
2026-06-27 16:00:01,20
2026-06-27 16:10:01,18
2026-06-27 16:20:01,18
2026-06-27 16:30:01,15
2026-06-27 16:40:01,15
2026-06-27 16:50:01,18
2026-06-27 17:00:01,18
2026-06-27 17:10:01,18
2026-06-27 17:20:01,18
2026-06-27 17:30:01,19
2026-06-27 17:40:01,21
2026-06-27 17:50:01,21
2026-06-27 18:00:02,23
2026-06-27 18:10:01,23
2026-06-27 18:20:01,21
2026-06-27 18:30:01,27
2026-06-27 18:40:01,28
2026-06-27 18:50:01,28
2026-06-27 19:00:01,30
2026-06-27 19:10:01,30
2026-06-27 19:20:01,28
2026-06-27 19:30:01,30
2026-06-27 19:40:01,33
2026-06-27 19:50:01,32
2026-06-27 20:00:01,32
2026-06-27 20:10:01,33
2026-06-27 20:20:01,31
2026-06-27 20:30:01,28
2026-06-27 20:40:01,27
2026-06-27 21:00:01,22
2026-06-27 21:10:01,23
2026-06-27 21:30:01,23
2026-06-27 21:40:01,21
2026-06-27 21:50:01,18
