timestamp,load_percent
2026-05-05 06:00:01,0
2026-05-05 06:20:01,12
2026-05-05 06:30:01,15
2026-05-05 06:40:01,15
2026-05-05 06:50:01,17
2026-05-05 07:00:01,20
2026-05-05 07:10:01,21
2026-05-05 07:20:01,17
2026-05-05 07:30:01,19
2026-05-05 07:40:01,17
2026-05-05 07:50:01,16
2026-05-05 08:00:02,15
2026-05-05 08:10:01,13
2026-05-05 08:20:01,14
2026-05-05 08:30:01,11
2026-05-05 08:40:01,15
2026-05-05 08:50:01,17
2026-05-05 09:00:01,19
2026-05-05 09:10:01,21
2026-05-05 09:20:01,21
2026-05-05 09:30:01,21
2026-05-05 09:40:01,22
2026-05-05 09:50:01,25
2026-05-05 10:00:02,23
2026-05-05 10:10:02,27
2026-05-05 10:20:01,25
2026-05-05 10:30:01,25
2026-05-05 10:40:01,23
2026-05-05 10:50:01,22
2026-05-05 11:00:02,22
2026-05-05 11:10:01,20
2026-05-05 11:20:01,20
2026-05-05 11:30:01,20
2026-05-05 11:40:01,20
2026-05-05 11:50:01,20
2026-05-05 12:00:01,20
2026-05-05 12:10:01,19
2026-05-05 12:20:02,23
2026-05-05 12:30:01,25
2026-05-05 12:40:01,25
2026-05-05 12:50:01,26
2026-05-05 13:00:01,23
2026-05-05 13:10:02,21
2026-05-05 13:20:01,20
2026-05-05 13:30:01,20
2026-05-05 13:40:01,23
2026-05-05 13:50:01,25
2026-05-05 14:00:01,26
2026-05-05 14:10:01,26
2026-05-05 14:20:02,27
2026-05-05 14:30:01,30
2026-05-05 14:40:01,31
2026-05-05 14:50:01,33
2026-05-05 15:00:01,33
2026-05-05 15:10:01,33
2026-05-05 15:20:01,31
2026-05-05 15:30:01,33
2026-05-05 15:40:01,31
2026-05-05 15:50:01,36
2026-05-05 16:00:01,39
2026-05-05 16:10:02,41
2026-05-05 16:20:01,45
2026-05-05 16:30:01,44
2026-05-05 16:40:01,45
2026-05-05 16:50:01,50
2026-05-05 17:00:02,51
2026-05-05 17:10:01,58
2026-05-05 17:20:01,66
2026-05-05 17:30:01,70
2026-05-05 17:40:01,69
2026-05-05 17:50:01,70
2026-05-05 18:00:01,69
2026-05-05 18:10:01,69
2026-05-05 18:20:01,69
2026-05-05 18:30:01,70
2026-05-05 18:40:01,72
2026-05-05 18:50:01,68
2026-05-05 19:00:01,67
2026-05-05 19:10:01,66
2026-05-05 19:20:01,65
2026-05-05 19:30:01,62
2026-05-05 19:40:01,65
2026-05-05 19:50:01,60
2026-05-05 20:00:01,62
2026-05-05 20:10:01,58
2026-05-05 20:20:01,61
2026-05-05 20:30:01,58
2026-05-05 20:40:01,58
2026-05-05 20:50:01,53
2026-05-05 21:00:02,44
2026-05-05 21:10:01,40
2026-05-05 21:20:01,36
2026-05-05 21:30:01,34
2026-05-05 21:40:01,31
2026-05-05 21:50:01,30
2026-05-05 22:00:01,31
2026-05-05 22:10:02,23
2026-05-05 22:20:01,21
2026-05-05 22:30:01,15
2026-05-05 22:40:01,15
2026-05-05 22:50:01,15
2026-05-05 23:00:01,13
2026-05-05 23:10:01,12
2026-05-05 23:20:01,11
2026-05-05 23:30:02,8
2026-05-05 23:40:01,8
