timestamp,load_percent
2026-07-30 06:00:01,5
2026-07-30 06:10:01,5
2026-07-30 06:20:01,7
2026-07-30 06:30:01,11
2026-07-30 06:40:01,12
2026-07-30 06:50:01,13
2026-07-30 07:00:01,15
2026-07-30 07:10:01,15
2026-07-30 07:20:01,15
2026-07-30 07:30:01,12
2026-07-30 07:40:01,13
2026-07-30 07:50:01,15
2026-07-30 08:00:01,14
2026-07-30 08:10:01,11
2026-07-30 08:20:02,13
2026-07-30 08:30:01,18
2026-07-30 08:40:01,18
2026-07-30 08:50:01,20
2026-07-30 09:00:01,20
2026-07-30 09:10:01,21
2026-07-30 09:20:01,23
2026-07-30 09:30:01,21
2026-07-30 09:40:01,20
2026-07-30 09:50:01,21
2026-07-30 10:00:01,20
2026-07-30 10:10:01,24
2026-07-30 10:20:01,25
2026-07-30 10:30:01,25
2026-07-30 10:40:01,23
2026-07-30 10:50:01,23
2026-07-30 11:00:01,23
2026-07-30 11:10:01,26
2026-07-30 11:20:02,25
2026-07-30 11:30:01,26
2026-07-30 11:40:01,27
2026-07-30 11:50:01,24
2026-07-30 12:00:01,26
2026-07-30 12:10:01,25
2026-07-30 12:20:01,24
2026-07-30 12:30:01,28
2026-07-30 12:40:01,28
2026-07-30 12:50:01,27
2026-07-30 13:00:01,25
2026-07-30 13:10:01,28
2026-07-30 13:20:01,28
2026-07-30 13:30:01,25
2026-07-30 13:40:01,21
2026-07-30 13:50:01,24
2026-07-30 14:00:01,23
2026-07-30 14:10:02,25
2026-07-30 14:20:01,27
2026-07-30 14:30:01,31
2026-07-30 14:40:02,31
2026-07-30 14:50:01,33
2026-07-30 15:00:01,33
2026-07-30 15:10:01,36
2026-07-30 15:20:01,41
2026-07-30 15:30:01,40
2026-07-30 15:40:01,40
2026-07-30 15:50:01,37
2026-07-30 16:00:01,38
2026-07-30 16:10:02,37
2026-07-30 16:20:02,33
2026-07-30 16:30:02,27
2026-07-30 16:40:01,30
2026-07-30 16:50:01,30
2026-07-30 17:00:01,32
2026-07-30 17:10:01,31
2026-07-30 17:20:01,30
2026-07-30 17:30:01,28
2026-07-30 17:40:01,26
2026-07-30 17:50:01,33
2026-07-30 18:00:02,34
2026-07-30 18:10:01,35
2026-07-30 18:20:01,33
2026-07-30 18:30:01,33
2026-07-30 18:40:01,33
2026-07-30 18:50:01,36
2026-07-30 19:00:01,43
2026-07-30 19:10:01,44
2026-07-30 19:20:01,46
2026-07-30 19:30:01,46
2026-07-30 19:40:02,45
2026-07-30 19:50:01,46
2026-07-30 20:00:01,46
2026-07-30 20:10:01,48
2026-07-30 20:20:01,43
2026-07-30 20:30:01,41
2026-07-30 20:40:02,40
2026-07-30 20:50:02,0
2026-07-30 21:00:01,40
2026-07-30 21:10:01,33
2026-07-30 21:20:01,35
2026-07-30 21:30:01,35
2026-07-30 21:40:01,34
2026-07-30 21:50:01,31
2026-07-30 22:00:01,27
2026-07-30 22:10:01,28
2026-07-30 22:20:01,26
2026-07-30 22:30:01,27
2026-07-30 22:40:01,26
2026-07-30 22:50:01,21
2026-07-30 23:00:01,19
2026-07-30 23:10:01,19
2026-07-30 23:20:01,16
2026-07-30 23:30:01,15
2026-07-30 23:40:02,15
2026-07-30 23:50:01,14
